"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007635",148,"GO:0042048",0.87482,31,"chemosensory behavior","olfactory behavior",0.88745652173913,0.416625,0.968
"GO:0007018",65,"GO:0007018",0.87237,109,"microtubule-based movement","microtubule-based movement",0.973678743961353,0.3753,0
"GO:0045216",22,"GO:0045216",0.87226,8,"cell-cell junction organization","cell-cell junction organization",0.948072463768116,0.33,0
"GO:0034330",22,"GO:0045216",0.87226,0,"cell junction organization","cell-cell junction organization",0.939761674718196,0.253142857142857,0.825
"GO:0098742",39,"GO:0098742",0.87166,1,"cell-cell adhesion via plasma-membrane adhesion molecules","cell-cell adhesion via plasma-membrane adhesion molecules",0.97970692431562,0.295538461538462,0
"GO:0035107",189,"GO:0007476",0.87156,1,"appendage morphogenesis","imaginal disc-derived wing morphogenesis",0.90162077294686,0.2508,0.964
"GO:0048859",94,"GO:0048859",0.87015,0,"formation of anatomical boundary","formation of anatomical boundary",0.934760064412238,0.368818181818182,0
"GO:0009953",178,"GO:0009953",0.86866,48,"dorsal/ventral pattern formation","dorsal/ventral pattern formation",0.912214975845411,0.398375,0
"GO:0008380",149,"GO:0008380",0.86677,26,"RNA splicing","RNA splicing",0.91516344605475,0.226166666666667,0
"GO:0051726",186,"GO:0051726",0.86565,45,"regulation of cell cycle","regulation of cell cycle",0.912451690821256,0.58,0
"GO:0035150",188,"GO:0032535",0.86482,0,"regulation of tube size","regulation of cellular component size",0.934695652173913,0.26325,0.846
"GO:0050890",114,"GO:0007612",0.86366,1,"cognition","learning",0.940270531400966,0.2336875,0.906
"GO:0007611",114,"GO:0007612",0.86366,17,"learning or memory","learning",0.925868760064412,0.2335,0.906
"GO:0048666",6,"GO:0048666",0.86364,15,"neuron development","neuron development",0.861661030595813,0.3021,0
"GO:0036293",106,"GO:0036293",0.86219,0,"response to decreased oxygen levels","response to decreased oxygen levels",0.953004830917874,0.3076,0
"GO:0016318",100,"GO:0016318",0.86202,33,"ommatidial rotation","ommatidial rotation",0.881816425120773,0.3335,0
"GO:0007389",178,"GO:0009953",0.86148,11,"pattern specification process","dorsal/ventral pattern formation",0.898942834138486,0.333125,0.809
"GO:0035295",64,"GO:0035239",0.86031,1,"tube development","tube morphogenesis",0.915900161030596,0.3655,0.957
"GO:0008104",172,"GO:0070727",0.85862,74,"protein localization","cellular macromolecule localization",0.931185990338164,0.243285714285714,0.959
"GO:0048640",27,"GO:0045926",0.85638,7,"negative regulation of developmental growth","negative regulation of growth",0.855548309178744,0.2695,0.975
"GO:0051050",89,"GO:0051050",0.85604,0,"positive regulation of transport","positive regulation of transport",0.879107890499195,0.2702,0
"GO:0009880",85,"GO:0048598",0.85519,27,"embryonic pattern specification","embryonic morphogenesis",0.903272141706924,0.317222222222222,0.785
"GO:0008354",78,"GO:0008354",0.85361,47,"germ cell migration","germ cell migration",0.921735909822866,0.388666666666667,0
"GO:0006357",145,"GO:0006357",0.85117,746,"regulation of transcription by RNA polymerase II","regulation of transcription by RNA polymerase II",0.836651368760064,0.282625,0
"GO:0009886",60,"GO:0009886",0.85061,0,"post-embryonic animal morphogenesis","post-embryonic animal morphogenesis",0.895518518518518,0.322,0
"GO:0000375",149,"GO:0008380",0.84874,3,"RNA splicing, via transesterification reactions","RNA splicing",0.916049919484702,0.225166666666667,0.975
"GO:0010556",42,"GO:0009889",0.84751,0,"regulation of macromolecule biosynthetic process","regulation of biosynthetic process",0.830429951690821,0.246428571428571,0.919
"GO:0008355",114,"GO:0007612",0.84566,43,"olfactory learning","learning",0.886709339774557,0.307875,0.948
"GO:0022414",162,"GO:0007281",0.84426,2,"reproductive process","germ cell development",0.966356682769726,0.273,0.833
"GO:0008361",188,"GO:0032535",0.84338,14,"regulation of cell size","regulation of cellular component size",0.899502415458937,0.265125,0.948
"GO:0035556",44,"GO:0035556",0.8428,126,"intracellular signal transduction","intracellular signal transduction",0.855775362318841,0.333333333333333,0
"GO:0032880",89,"GO:0051050",0.84257,21,"regulation of protein localization","positive regulation of transport",0.879237520128825,0.2931,0.762
"GO:0042440",161,"GO:0042440",0.84146,3,"pigment metabolic process","pigment metabolic process",0.962049919484702,0.216375,0
"GO:0007498",102,"GO:0007498",0.8393,67,"mesoderm development","mesoderm development",0.937653784219002,0.607,0
"GO:0035114",189,"GO:0007476",0.83797,1,"imaginal disc-derived appendage morphogenesis","imaginal disc-derived wing morphogenesis",0.901654589371981,0.2506,0.965
"GO:0000377",149,"GO:0008380",0.83765,0,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","RNA splicing",0.916099033816425,0.225333333333333,0.974
"GO:0000398",149,"GO:0008380",0.83765,377,"mRNA splicing, via spliceosome","RNA splicing",0.915212560386473,0.225333333333333,0.974
"GO:0007613",114,"GO:0007612",0.837,27,"memory","learning",0.92904267310789,0.257,0.865
"GO:0033036",172,"GO:0070727",0.83695,0,"macromolecule localization","cellular macromolecule localization",0.948435587761675,0.268428571428571,0.934
"GO:0003006",162,"GO:0007281",0.83613,0,"developmental process involved in reproduction","germ cell development",0.909475845410628,0.271333333333333,0.911
"GO:0051301",156,"GO:0051301",0.8357,9,"cell division","cell division",0.979202898550725,0.315777777777778,0
"GO:0007450",135,"GO:0035222",0.83556,6,"dorsal/ventral pattern formation, imaginal disc","wing disc pattern formation",0.908619967793881,0.3064,0.9
"GO:0034248",36,"GO:0034248",0.83462,0,"regulation of amide metabolic process","regulation of amide metabolic process",0.88065539452496,0.278090909090909,0
"GO:0009954",178,"GO:0009953",0.83433,1,"proximal/distal pattern formation","dorsal/ventral pattern formation",0.924929146537842,0.42325,0.598
"GO:0010623",124,"GO:0010623",0.83391,8,"programmed cell death involved in cell development","programmed cell death involved in cell development",0.910164251207729,0.308789473684211,0
"GO:0045184",172,"GO:0070727",0.83373,7,"establishment of protein localization","cellular macromolecule localization",0.931937198067633,0.245428571428571,0.905
"GO:0035151",188,"GO:0032535",0.83136,22,"regulation of tube size, open tracheal system","regulation of cellular component size",0.867244766505636,0.265375,0.841
"GO:0007449",178,"GO:0009953",0.83124,2,"proximal/distal pattern formation, imaginal disc","dorsal/ventral pattern formation",0.91574959742351,0.432875,0.586
"GO:0009991",129,"GO:0042594",0.82957,0,"response to extracellular stimulus","response to starvation",0.94235346215781,0.280375,0.983
"GO:0045597",14,"GO:0045595",0.82913,0,"positive regulation of cell differentiation","regulation of cell differentiation",0.840154589371981,0.2715,0.896
"GO:0007422",194,"GO:0007422",0.82905,57,"peripheral nervous system development","peripheral nervous system development",0.916619967793881,1,0
"GO:0031667",129,"GO:0042594",0.82863,0,"response to nutrient levels","response to starvation",0.942392109500805,0.279875,0.984
"GO:0060284",14,"GO:0045595",0.82739,0,"regulation of cell development","regulation of cell differentiation",0.844855072463768,0.232166666666667,0.937
"GO:0044281",128,"GO:0006082",0.82703,0,"small molecule metabolic process","organic acid metabolic process",0.942756843800322,0.294214285714286,0.879
"GO:0006022",11,"GO:0006022",0.82641,0,"aminoglycan metabolic process","aminoglycan metabolic process",0.948553140096618,0.418833333333333,0
"GO:0001708",59,"GO:0048663",0.82418,31,"cell fate specification","neuron fate commitment",0.919446859903382,0.312071428571429,0.767
"GO:0048190",135,"GO:0035222",0.82325,61,"wing disc dorsal/ventral pattern formation","wing disc pattern formation",0.909008051529791,0.295,0.956
"GO:0035120",189,"GO:0007476",0.81615,1,"post-embryonic appendage morphogenesis","imaginal disc-derived wing morphogenesis",0.898638486312399,0.249,0.972
"GO:0042078",156,"GO:0051301",0.81581,16,"germ-line stem cell division","cell division",0.893253623188406,0.219777777777778,0.802
"GO:0009617",81,"GO:0009617",0.81475,53,"response to bacterium","response to bacterium",0.938786634460548,0.328461538461538,0
"GO:0033044",97,"GO:0051130",0.81418,1,"regulation of chromosome organization","positive regulation of cellular component organization",0.890609500805153,0.377923076923077,0.664
"GO:0015031",172,"GO:0070727",0.81364,47,"protein transport","cellular macromolecule localization",0.926564412238325,0.244142857142857,0.899
"GO:0016311",32,"GO:0019637",0.81299,89,"dephosphorylation","organophosphate metabolic process",0.938524959742351,0.389125,0.696
"GO:0016071",141,"GO:0006397",0.81208,0,"mRNA metabolic process","mRNA processing",0.918866344605475,0.308333333333333,0.947
"GO:0071496",180,"GO:0071496",0.81113,0,"cellular response to external stimulus","cellular response to external stimulus",0.946894524959742,0.298333333333333,0
"GO:0035223",135,"GO:0035222",0.81027,4,"leg disc pattern formation","wing disc pattern formation",0.91585346215781,0.2784,0.824
"GO:0051246",109,"GO:0051248",0.80937,0,"regulation of protein metabolic process","negative regulation of protein metabolic process",0.865892914653784,0.287833333333333,0.897
"GO:0006950",192,"GO:0006952",0.80817,0,"response to stress","defense response",0.938451690821256,0.43275,0.813
"GO:0006338",101,"GO:0006338",0.8068,108,"chromatin remodeling","chromatin remodeling",0.940720611916264,0.230363636363636,0
"GO:0045995",57,"GO:0045995",0.80654,10,"regulation of embryonic development","regulation of embryonic development",0.856842190016103,0.3916875,0
"GO:0031668",180,"GO:0071496",0.80505,0,"cellular response to extracellular stimulus","cellular response to external stimulus",0.921091787439614,0.298,0.991
"GO:0001654",193,"GO:0048749",0.80472,23,"eye development","compound eye development",0.889557971014493,0.2455,0.976
"GO:0070925",179,"GO:0070925",0.80438,0,"organelle assembly","organelle assembly",0.934555555555556,0.5,0
"GO:0090287",56,"GO:0090287",0.80376,0,"regulation of cellular response to growth factor stimulus","regulation of cellular response to growth factor stimulus",0.896528180354267,0.311833333333333,0
"GO:0031669",180,"GO:0071496",0.80374,2,"cellular response to nutrient levels","cellular response to external stimulus",0.92119001610306,0.298166666666667,0.99
"GO:0003008",114,"GO:0007612",0.8033,0,"system process","learning",0.933901771336554,0.2673125,0.737
"GO:0009057",21,"GO:0009057",0.80273,0,"macromolecule catabolic process","macromolecule catabolic process",0.937584541062802,0.187916666666667,0
"GO:0010160",94,"GO:0048859",0.80272,0,"formation of animal organ boundary","formation of anatomical boundary",0.901915458937198,0.374545454545455,0.984
"GO:0007622",148,"GO:0042048",0.80158,11,"rhythmic behavior","olfactory behavior",0.93743961352657,0.3665,0.604
"GO:0009267",180,"GO:0071496",0.80017,68,"cellular response to starvation","cellular response to external stimulus",0.918107890499195,0.301,0.985
"GO:0007616",114,"GO:0007612",0.79979,84,"long-term memory","learning",0.93294847020934,0.2981875,0.816
"GO:0022416",193,"GO:0048749",0.79698,52,"chaeta development","compound eye development",0.933057165861514,0.386666666666667,0.734
"GO:0006325",101,"GO:0006338",0.79687,127,"chromatin organization","chromatin remodeling",0.939338164251208,0.231909090909091,0.954
"GO:0010720",14,"GO:0045595",0.79627,0,"positive regulation of cell development","regulation of cell differentiation",0.839322061191626,0.255291666666667,0.868
"GO:0042742",81,"GO:0009617",0.79548,62,"defense response to bacterium","response to bacterium",0.935720611916264,0.330846153846154,0.975
"GO:0060255",42,"GO:0009889",0.79513,0,"regulation of macromolecule metabolic process","regulation of biosynthetic process",0.8525,0.258,0.861
"GO:0045570",27,"GO:0045926",0.79457,11,"regulation of imaginal disc growth","negative regulation of growth",0.867330112721417,0.310125,0.726
"GO:1901360",191,"GO:1901360",0.79426,0,"organic cyclic compound metabolic process","organic cyclic compound metabolic process",0.928852657004831,0.628,0
"GO:0016570",41,"GO:0016570",0.79421,8,"histone modification","histone modification",0.944167471819646,0.401,0
"GO:0048512",148,"GO:0042048",0.7936,11,"circadian behavior","olfactory behavior",0.93433655394525,0.367875,0.601
"GO:0035159",188,"GO:0032535",0.79253,29,"regulation of tube length, open tracheal system","regulation of cellular component size",0.874644122383253,0.29925,0.792
"GO:0007479",135,"GO:0035222",0.79155,17,"leg disc proximal/distal pattern formation","wing disc pattern formation",0.91651690821256,0.2879,0.812
"GO:0048518",190,"GO:0010628",0.79151,0,"positive regulation of biological process","positive regulation of gene expression",0.896768115942029,0.297866666666667,0.636
"GO:0060179",5,"GO:0060179",0.79106,11,"male mating behavior","male mating behavior",0.922585346215781,0.219357142857143,0
"GO:0008285",147,"GO:0031344",0.79075,50,"negative regulation of cell population proliferation","regulation of cell projection organization",0.894203703703704,0.3119,0.792
"GO:0071840",173,"GO:0071840",0.78974,0,"cellular component organization or biogenesis","cellular component organization or biogenesis",0.933938003220612,0.472333333333333,0
"GO:0030162",109,"GO:0051248",0.78966,11,"regulation of proteolysis","negative regulation of protein metabolic process",0.880777777777778,0.355666666666667,0.786
"GO:0006996",173,"GO:0071840",0.78604,3,"organelle organization","cellular component organization or biogenesis",0.93086231884058,0.401666666666667,0.72
"GO:0007427",140,"GO:0007427",0.7859,41,"epithelial cell migration, open tracheal system","epithelial cell migration, open tracheal system",0.903490338164251,0.276,0
"GO:0016043",173,"GO:0071840",0.78552,5,"cellular component organization","cellular component organization or biogenesis",0.932776972624799,0.463166666666667,0.842
"GO:0006897",115,"GO:0016192",0.78302,80,"endocytosis","vesicle-mediated transport",0.946661835748792,0.41275,0.816
"GO:0007432",94,"GO:0048859",0.78181,11,"salivary gland boundary specification","formation of anatomical boundary",0.904473429951691,0.413181818181818,0.916
"GO:0043170",119,"GO:0043170",0.78127,0,"macromolecule metabolic process","macromolecule metabolic process",0.930038647342995,0.5248,0
"GO:0009887",164,"GO:0009887",0.77848,15,"animal organ morphogenesis","animal organ morphogenesis",0.903487117552335,0.410666666666667,0
"GO:0019538",134,"GO:0006508",0.77831,11,"protein metabolic process","proteolysis",0.922326086956522,0.45425,0.697
"GO:0007155",39,"GO:0098742",0.77705,85,"cell adhesion","cell-cell adhesion via plasma-membrane adhesion molecules",0.978194041867955,0.302076923076923,0.875
"GO:0010468",42,"GO:0009889",0.77519,97,"regulation of gene expression","regulation of biosynthetic process",0.830212560386473,0.246857142857143,0.918
"GO:0065007",185,"GO:0065007",0.77273,0,"biological regulation","biological regulation",0.909115136876006,0.537333333333333,0
"GO:0006725",145,"GO:0006357",0.77165,0,"cellular aromatic compound metabolic process","regulation of transcription by RNA polymerase II",0.910413043478261,0.37925,0.637
"GO:0032879",89,"GO:0051050",0.77145,8,"regulation of localization","positive regulation of transport",0.887872785829308,0.2716,0.876
"GO:0009653",154,"GO:0009653",0.77084,25,"anatomical structure morphogenesis","anatomical structure morphogenesis",0.907966183574879,0.5276,0
"GO:0008219",124,"GO:0010623",0.7695,16,"cell death","programmed cell death involved in cell development",0.973752818035427,0.258631578947368,0.836
"GO:0035265",27,"GO:0045926",0.76835,2,"organ growth","negative regulation of growth",0.929140096618358,0.32925,0.666
"GO:0007017",65,"GO:0007018",0.7678,27,"microtubule-based process","microtubule-based movement",0.971262479871176,0.336,0.851
"GO:0098609",39,"GO:0098742",0.76627,64,"cell-cell adhesion","cell-cell adhesion via plasma-membrane adhesion molecules",0.97859500805153,0.27,0.933
"GO:0007480",135,"GO:0035222",0.76601,52,"imaginal disc-derived leg morphogenesis","wing disc pattern formation",0.902880837359098,0.3581,0.586
"GO:0045746",37,"GO:0008593",0.76543,63,"negative regulation of Notch signaling pathway","regulation of Notch signaling pathway",0.86412077294686,0.437333333333333,0.941
"GO:2001141",145,"GO:0006357",0.76531,0,"regulation of RNA biosynthetic process","regulation of transcription by RNA polymerase II",0.827083735909823,0.23025,0.881
"GO:0006355",145,"GO:0006357",0.76531,560,"regulation of DNA-templated transcription","regulation of transcription by RNA polymerase II",0.827050724637681,0.230125,0.881
"GO:0044719",188,"GO:0032535",0.7626,12,"regulation of imaginal disc-derived wing size","regulation of cellular component size",0.867687600644122,0.3855,0.746
"GO:0044057",26,"GO:0044057",0.76203,0,"regulation of system process","regulation of system process",0.885521739130435,0.307333333333333,0
"GO:0019752",128,"GO:0006082",0.7616,16,"carboxylic acid metabolic process","organic acid metabolic process",0.925342995169082,0.221071428571429,0.982
"GO:0012501",124,"GO:0010623",0.75937,20,"programmed cell death","programmed cell death involved in cell development",0.973746376811594,0.256,0.839
"GO:0044087",179,"GO:0070925",0.75744,0,"regulation of cellular component biogenesis","organelle assembly",0.886047504025765,0.4385,0.625
"GO:0007156",39,"GO:0098742",0.75695,64,"homophilic cell adhesion via plasma membrane adhesion molecules","cell-cell adhesion via plasma-membrane adhesion molecules",0.980685185185185,0.324230769230769,0.947
"GO:0007365",178,"GO:0009953",0.75688,1,"periodic partitioning","dorsal/ventral pattern formation",0.91736231884058,0.38725,0.626
"GO:0065008",93,"GO:0065008",0.75638,0,"regulation of biological quality","regulation of biological quality",0.916032206119163,0.408571428571429,0
"GO:0007380",110,"GO:0007379",0.75601,8,"specification of segmental identity, head","segment specification",0.923013687600644,0.388,0.93
"GO:0045944",190,"GO:0010628",0.75391,425,"positive regulation of transcription by RNA polymerase II","positive regulation of gene expression",0.837580515297907,0.194466666666667,0.792
"GO:0006836",181,"GO:0006836",0.75314,29,"neurotransmitter transport","neurotransmitter transport",0.961303542673108,0.432666666666667,0
"GO:0090092",37,"GO:0008593",0.75168,0,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","regulation of Notch signaling pathway",0.875085346215781,0.35475,0.554
